sample_id,iteration,seed,Total share infected,Peak share infected
8,1,148183367373741573901312050451663138019,0.1746880570409982,0.09982174688057041
8,2,122998645224056063123349162984305770117,0.14795008912655971,0.09982174688057041
8,3,206245451331393972320984219597550561103,0.24598930481283424,0.09982174688057041
8,4,24391455196132417972336585362693686088,0.1657754010695187,0.09982174688057041
8,5,204645523825490667760649493012865311118,0.19429590017825313,0.09982174688057041
8,6,216899646100434029131447928464604742599,0.1746880570409982,0.09982174688057041
8,7,235080895227044933916853202161228238413,0.1657754010695187,0.09982174688057041
8,8,190697833959805520590167078259953413014,0.17825311942959002,0.09982174688057041
8,9,55594341483297207464919572364599052912,0.17825311942959002,0.09982174688057041
9,0,166978986652226578520774754483121364121,0.8698752228163993,0.32085561497326204
9,1,254270912067865339153402098975738751281,0.9019607843137255,0.2816399286987522
9,2,278914809984435226649173330553041687503,0.8698752228163993,0.30303030303030304
9,3,201402769416817944482582127825999252442,0.8431372549019608,0.28520499108734404
9,4,32317028080774158292391592566748529243,0.9090909090909091,0.26559714795008915
9,5,308308601556459808096500578109003280424,0.8680926916221033,0.2816399286987522
9,6,8833716876989495478459519267593946661,0.8805704099821747,0.31016042780748665
9,7,320466812463948358441092625903482844094,0.8966131907308378,0.3083778966131907
9,8,4553098599782095298173199630664676894,0.8716577540106952,0.28520499108734404
9,9,273334087465820074808860851025605239190,0.910873440285205,0.2976827094474153
10,0,158843294022789305144877570548199559545,0.7664884135472371,0.1657754010695187
10,1,82928711372381602976803632444738558803,0.7807486631016043,0.19073083778966132
10,2,229165374028025410556168444013844510043,0.7789661319073083,0.16042780748663102
10,3,89666720063406251884459530077818987739,0.6987522281639929,0.1568627450980392
10,4,111752219561599422371096173745582225762,0.7629233511586453,0.14616755793226383
10,5,329372476953962801331641532536995555901,0.7058823529411765,0.1711229946524064
10,6,33051975593769969580804429102596089758,0.6934046345811051,0.16755793226381463
10,7,263121238533265263483160139723671244570,0.7914438502673797,0.1532976827094474
10,8,6965649186737760247227881578975816368,0.6755793226381461,0.14795008912655971
10,9,219524458870789019031271229739491049780,0.8003565062388592,0.1800356506238859
11,0,228788655006822543310480487756493827879,0.24675324675324675,0.10822510822510822
11,1,133123128712187506320598843855978409088,0.23809523809523808,0.11471861471861472
11,2,53989109970723130207524728647260306831,0.3354978354978355,0.09956709956709957
11,3,186580110453681949877297316634155054054,0.24025974025974026,0.11471861471861472
11,4,142065477415024628566127421699971427770,0.24675324675324675,0.10822510822510822
11,5,161108577088037982242896881405365027629,0.2554112554112554,0.1038961038961039
11,6,155236907390576881354922258956895667671,0.26406926406926406,0.11255411255411256
11,7,272894488704813829694599427085637017533,0.23160173160173161,0.11038961038961038
11,8,101569125728235794076803599548568247811,0.2554112554112554,0.09956709956709957
11,9,78481853643913951459518314350369819495,0.23593073593073594,0.09956709956709957
12,0,142740713349359804436451358818011279136,0.3753180661577608,0.14376590330788805
12,1,37019827866234589422855440263682917290,0.3422391857506361,0.13740458015267176
12,2,186153316393547153785636191177299742387,0.366412213740458,0.1450381679389313
12,3,121996726555134632798804415194253394188,0.33078880407124683,0.13358778625954199
12,4,297629622884860866213169441686236294863,0.3702290076335878,0.14122137404580154
12,5,336532464773794940471652621495145977067,0.3816793893129771,0.138676844783715
12,6,340031287761395870542158894859583300562,0.4033078880407125,0.1475826972010178
12,7,106246438221046678559366996747444790295,0.3155216284987277,0.13740458015267176
12,8,286174580271867770371405416095395099214,0.37786259541984735,0.1475826972010178
12,9,201295102456325869108358272761187128997,0.3460559796437659,0.15776081424936386
13,0,247303247086627322484032614733453742134,0.4092827004219409,0.15611814345991562
13,1,178677959957738933003692796545743950949,0.459915611814346,0.16877637130801687
13,2,170389990690604965899127066889835269508,0.4345991561181435,0.1308016877637131
13,3,108813199883046167395286925976972839761,0.3080168776371308,0.11814345991561181
13,4,196544043786589493676690369379044650833,0.4219409282700422,0.2109704641350211
13,5,37122064775497075911063604110920881106,0.3924050632911392,0.16877637130801687
13,6,315998044774431572807867755941220964602,0.4177215189873418,0.16877637130801687
13,7,120257620764495413322364033935358023664,0.4177215189873418,0.16033755274261605
13,8,89422705125707617943067946620318506151,0.5189873417721519,0.18143459915611815
13,9,109950019437261183622009201363553141915,0.46835443037974683,0.16033755274261605
14,0,52732384601563171081072569649363992064,0.7849872773536896,0.36895674300254455
14,1,317946959454019599624176723822332087613,0.7735368956743003,0.3727735368956743
14,2,296851069313392600466311653759210064855,0.7760814249363868,0.2633587786259542
14,3,188056836360833600975747847306000788487,0.7366412213740458,0.32061068702290074
14,4,266965362790259086152349091179748351303,0.7595419847328244,0.2926208651399491
14,5,273944562716392517707510177111191410667,0.7697201017811705,0.3244274809160305
14,6,84963569770948790353390272079177627989,0.683206106870229,0.2862595419847328
14,7,271160513155595911725965417713597128945,0.7989821882951654,0.33969465648854963
14,8,110896797545965496163471641053415616821,0.7506361323155216,0.30661577608142493
14,9,246930586836222883634835933574571892664,0.7493638676844784,0.32697201017811706
15,0,154017446915503206910399788856769071252,0.13994910941475827,0.09923664122137404
15,1,308305578048708260574481343200306264307,0.1717557251908397,0.09923664122137404
15,2,227024904120516337079857305126302952903,0.1628498727735369,0.09923664122137404
15,3,79418244874437894971973585164372842769,0.16412213740458015,0.09923664122137404
15,4,149507765878586131001176375695532791314,0.16030534351145037,0.09923664122137404
15,5,91329028454012385835204349135892662235,0.16157760814249364,0.09923664122137404
15,6,203980189051093684227452008376198920324,0.16157760814249364,0.09923664122137404
15,7,201453461359023969275331268048506239608,0.13740458015267176,0.09923664122137404
15,8,48993615595654634164637632788448701866,0.15267175572519084,0.09923664122137404
15,9,133113527969502300776804400061169676972,0.1717557251908397,0.09923664122137404
16,0,224336647667078739004539489672742462412,0.33587786259541985,0.1361323155216285
16,1,318338642703624190141904139016688560274,0.3994910941475827,0.14631043256997456
16,2,138401684575718214729290641774578185188,0.37404580152671757,0.13486005089058525
16,3,54692496047763484678527697857901059378,0.44529262086513993,0.17557251908396945
16,4,306025786773747734680178169294531522267,0.361323155216285,0.14376590330788805
16,5,111969688845687632905177421046984975630,0.3880407124681934,0.14631043256997456
16,6,109737218983802526042500380877924704350,0.35368956743002544,0.15012722646310434
16,7,164007164412828401469036030622874595760,0.40966921119592875,0.14376590330788805
16,8,272422157917916747342990634730318251538,0.5318066157760815,0.16412213740458015
16,9,289948115512802498659292523025133890349,0.4758269720101781,0.1806615776081425
17,0,166437605163955293831548939033536517480,0.4345991561181435,0.14345991561181434
17,1,234481989234331564445407667415179383479,0.31223628691983124,0.12236286919831224
17,2,134483923010000868114010260303617671881,0.4177215189873418,0.10548523206751055
17,3,183395310965481839329493551797910668128,0.31645569620253167,0.0970464135021097
17,4,256915464428855095244489237596531647434,0.4641350210970464,0.12658227848101267
17,5,195514477587614653238208577808540216969,0.3291139240506329,0.0970464135021097
17,6,255586822373357605389199469991378117032,0.3080168776371308,0.0970464135021097
17,7,128102178005195131385197614964738341717,0.3881856540084388,0.12236286919831224
17,8,130239811687783126864368018604079292047,0.3881856540084388,0.1350210970464135
17,9,279864989057663563576300196237243345708,0.16877637130801687,0.0970464135021097
18,0,260727730211237121796815671005206872838,0.5253731343283582,0.16417910447761194
18,1,104857272290905564879952781446922792100,0.5253731343283582,0.15223880597014924
18,2,126926397468735933664123087623407482813,0.6746268656716418,0.13432835820895522
18,3,27398239618866989284236333026803262703,0.5402985074626866,0.13134328358208955
18,4,152127673897938050444429343550805776137,0.564179104477612,0.14925373134328357
18,5,307817116768046964889917503420347905560,0.5373134328358209,0.14626865671641792
18,6,197734482435616090209817484403747896798,0.5492537313432836,0.1791044776119403
18,7,142791978257227951966051239801255876439,0.591044776119403,0.1582089552238806
18,8,333043457150401461417948716123952610833,0.5104477611940299,0.14626865671641792
18,9,47217493632474701774158904461814592394,0.5134328358208955,0.16119402985074627
19,0,196002783130304357018081208098595067987,0.5036390101892285,0.1339155749636099
19,1,195424231172906522227114364467443527945,0.5705967976710334,0.1586608442503639
19,2,92643298811109581738548253555458766527,0.5181950509461426,0.15283842794759825
19,3,65104365878108153138702042935735669366,0.5327510917030568,0.15429403202328967
19,4,23011117530723524406751787706669395013,0.5443959243085881,0.15138282387190685
19,5,205204335900691644076507919408330159110,0.5473071324599709,0.13100436681222707
19,6,137823874710826814365730883942829451915,0.5662299854439592,0.16448326055312956
19,7,328689697749115180838312538968697644148,0.5662299854439592,0.18340611353711792
19,8,189617730758884178959928388747924189795,0.5720524017467249,0.16739446870451238
19,9,241322014597548267149026085465988225456,0.5473071324599709,0.16448326055312956
20,0,306713472490128285159933182182162098103,0.8716417910447761,0.2716417910447761
20,1,324202954466781931463717734670070621436,0.9074626865671642,0.2626865671641791
20,2,250924865932158556379662110046666135604,0.8507462686567164,0.22686567164179106
20,3,164297176098742548206204014498861138544,0.9462686567164179,0.2865671641791045
20,4,244127303832068843291908536123699843742,0.9462686567164179,0.22388059701492538
20,5,293269111880797762867815082949656246200,0.9104477611940298,0.2656716417910448
20,6,275213614007550046205755051160464638471,0.9791044776119403,0.33134328358208953
20,7,142885017511627016133733073436084218363,0.8955223880597015,0.23880597014925373
20,8,150414690000238720645158557495435110717,0.9731343283582089,0.2716417910447761
20,9,77625262079473993558499720740680919289,0.8835820895522388,0.2656716417910448
21,0,227434646869202807792073233750676008298,0.8656716417910447,0.41194029850746267
21,1,308983351561458204997342031571213206105,0.826865671641791,0.36716417910447763
21,2,231327918527701435444555110265470795720,0.8208955223880597,0.3522388059701492
21,3,154863088854079686745290596629814590146,0.8626865671641791,0.37910447761194027
21,4,255345883170110292070126434072310634069,0.844776119402985,0.31343283582089554
21,5,249154452456974906810283971918215828387,0.844776119402985,0.3253731343283582
21,6,119484295782304552312050825050867723805,0.8985074626865671,0.3373134328358209
21,7,5150287056490028250420052905778681239,0.8567164179104477,0.34328358208955223
21,8,118918222170627046711197375035674291038,0.755223880597015,0.31343283582089554
21,9,175806490334601472857781288862362851446,0.8477611940298507,0.3373134328358209
22,0,116566659077248038538403486533468688910,0.4925373134328358,0.14626865671641792
22,1,250347420449705447345553672906293995536,0.5014925373134328,0.14925373134328357
22,2,182876939120338124935334978012290918783,0.5850746268656717,0.1582089552238806
22,3,40448925494146466498545309724381843376,0.5044776119402985,0.15522388059701492
22,4,197276157273112665910388494062560484226,0.43283582089552236,0.1373134328358209
22,5,94427796272453331428855388128793742329,0.5791044776119403,0.1791044776119403
22,6,210054519428081501654489638162128971353,0.608955223880597,0.191044776119403
22,7,157580875456601679495482427724922773473,0.5134328358208955,0.14925373134328357
22,8,214407920467432477759867827814103086108,0.6537313432835821,0.18208955223880596
22,9,52001688874573727978497815491342490249,0.564179104477612,0.15223880597014924
23,0,269918743114904987367777237298465626534,0.9883551673944687,0.4512372634643377
23,1,218179812549532254859486010249634698952,0.9941775836972343,0.4366812227074236
23,2,36762807519798507470978795000236681298,0.9839883551673945,0.45269286754002913
23,3,269776261663295457174450116250514431676,0.9868995633187773,0.47161572052401746
23,4,84732908160024982398115575038895598608,0.9839883551673945,0.47307132459970885
23,5,100587744150880600725798335037709616025,0.9898107714701602,0.4483260553129549
23,6,277730271430160239320266686752321067657,0.9868995633187773,0.4657933042212518
23,7,308176174866761468454134046431289054632,0.9868995633187773,0.42503639010189226
23,8,21720036988200908850204700211734714999,0.9315866084425036,0.43085880640465796
23,9,39901922668419656214126659452050434335,0.9475982532751092,0.44395924308588064
24,0,293304285804612593650582991131875211194,0.18526785714285715,0.09821428571428571
24,1,78228910407698015392530775863052718576,0.19196428571428573,0.09821428571428571
24,2,275808074405730795230106131107278168751,0.20758928571428573,0.09821428571428571
24,3,168353056138297721583801529876714755195,0.18973214285714285,0.09821428571428571
24,4,161893528565133684160036928631838280193,0.17633928571428573,0.09821428571428571
24,5,294308113205322124405931598448777894456,0.18526785714285715,0.09821428571428571
24,6,152694792010772822225128533724307801021,0.19196428571428573,0.09821428571428571
24,7,249396156255191039284159539477448811391,0.16741071428571427,0.09821428571428571
24,8,268962066886729688395024887616507137651,0.18080357142857142,0.09821428571428571
24,9,277683304556727359967661978361219858521,0.21205357142857142,0.09821428571428571
25,0,17095207064687273280967507674329165498,0.19652173913043477,0.09913043478260869
25,1,276696850204751583398604629861686209812,0.1808695652173913,0.09913043478260869
25,2,90975472617109145590431479552906121204,0.16521739130434782,0.09913043478260869
25,3,122155269170202133535087659755311918809,0.1426086956521739,0.09913043478260869
25,4,41861007486712463828580423487181565660,0.1791304347826087,0.09913043478260869
25,5,170720217310292696570375526675676681846,0.18434782608695652,0.09913043478260869
25,6,25066814736100974038785276198224156809,0.18782608695652173,0.09913043478260869
25,7,322469897368030623220874819549349692790,0.18956521739130436,0.09913043478260869
25,8,78845659043511882007692085743067044934,0.1617391304347826,0.09913043478260869
25,9,339648410491021775223968261630325357120,0.16695652173913045,0.09913043478260869
26,0,306999819687448648310193470654378799091,0.3325892857142857,0.10491071428571429
26,1,283273421453676346839231795144665274289,0.421875,0.11830357142857142
26,2,61232289935722789698192756322571646660,0.36607142857142855,0.09821428571428571
26,3,333709000761552088584196139640531822236,0.34598214285714285,0.10267857142857142
26,4,210571897435559545546250974199987745620,0.4419642857142857,0.11383928571428571
26,5,39849305279969133430617625390459659615,0.40401785714285715,0.09821428571428571
26,6,190417727375329558920773909249712107722,0.40848214285714285,0.12946428571428573
26,7,42739701504643769282180413878612533709,0.43526785714285715,0.10714285714285714
26,8,184138982343018321309997988583721176629,0.359375,0.11607142857142858
26,9,74031594661854679667796675911734057354,0.39285714285714285,0.13169642857142858
27,0,256943901538568777967279305475498049659,0.20758928571428573,0.09821428571428571
27,1,135916701837172708743964125370980362181,0.21205357142857142,0.09821428571428571
27,2,92338282675193846035669147355500730439,0.20982142857142858,0.09821428571428571
27,3,267245338099526647743308999043839733110,0.20758928571428573,0.09821428571428571
27,4,313463904239086843822028811453064213293,0.203125,0.09821428571428571
27,5,249200038469491626316037780891532270586,0.21205357142857142,0.09821428571428571
27,6,24587184866944218901221001958806518190,0.22321428571428573,0.09821428571428571
27,7,298615751111821665930410782290616133300,0.22767857142857142,0.09821428571428571
27,8,256873435323454509416707070080310431912,0.18080357142857142,0.09821428571428571
27,9,78714900570070343952873136860194188127,0.16964285714285715,0.09821428571428571
28,0,155355767244018064448480101553700920914,0.14508928571428573,0.09821428571428571
28,1,133930016488654749994185514095928278211,0.16741071428571427,0.09821428571428571
28,2,177821048907662725816013176780489631314,0.1875,0.09821428571428571
28,3,318544692072625220627064984510421085620,0.18080357142857142,0.09821428571428571
28,4,303489373256184993778200227379432396802,0.19196428571428573,0.09821428571428571
28,5,217966828624271843230343613861058204348,0.17633928571428573,0.09821428571428571
28,6,162230423250016938010926039585067643641,0.17633928571428573,0.09821428571428571
28,7,123933344534419674325008992360437607014,0.17633928571428573,0.09821428571428571
28,8,259799880620160472374587734199441954308,0.19866071428571427,0.09821428571428571
28,9,268989842078490232516169782192826017612,0.15178571428571427,0.09821428571428571
29,0,174247206848095140384699523470575849813,0.391304347826087,0.12347826086956522
29,1,292788730350512986473576024757387313560,0.37217391304347824,0.12173913043478261
29,2,256066714453407261255579519528178011501,0.4591304347826087,0.11304347826086956
29,3,118558987000240661075622283227043754208,0.5113043478260869,0.14956521739130435
29,4,248551698394345304409499411499887352943,0.45217391304347826,0.12173913043478261
29,5,65931309478585262981893106607444062944,0.49217391304347824,0.1426086956521739
29,6,54057006541741368202036628065540079193,0.45565217391304347,0.12347826086956522
29,7,292180086303381887875156848958859178143,0.4834782608695652,0.15478260869565216
29,8,174915150194644840349627380524488582836,0.4539130434782609,0.1373913043478261
29,9,229782560197876096516315340810825473367,0.4991304347826087,0.14608695652173914
30,0,147181497449861742751697011761235896864,0.7293986636971047,0.20378619153674832
30,1,51643687788268309601103594214719925044,0.7216035634743875,0.22717149220489977
30,2,15884279337059334495056796659792202479,0.7383073496659243,0.20378619153674832
30,3,123179570469100462717831183464554033978,0.732739420935412,0.19376391982182628
30,4,31885758127011365246577448771070605252,0.7639198218262806,0.19376391982182628
30,5,16874694860570048886010267951919520711,0.7527839643652561,0.22494432071269488
30,6,162900362204720172431870294116093093765,0.7160356347438753,0.22828507795100222
30,7,72128278055174850215010666337535385465,0.7138084632516704,0.20044543429844097
30,8,253868174543289585653809452872907825515,0.7561247216035635,0.22160356347438753
30,9,205715262192038960869572689499045719621,0.7538975501113586,0.19599109131403117
31,0,106480221605971031227333511017235654510,0.717741935483871,0.22580645161290322
31,1,122599884509984590330299155845435229434,0.7580645161290323,0.20967741935483872
31,2,214999086001452488270869359999113688141,0.7661290322580645,0.1693548387096774
31,3,304226869255244578706504783336821324954,0.7258064516129032,0.24193548387096775
31,4,40978128736509502653271884660692090504,0.46774193548387094,0.14516129032258066
31,5,256337294718991399854818611361361514171,0.717741935483871,0.1935483870967742
31,6,258698189735876245863154805881866973173,0.7016129032258065,0.24193548387096775
31,7,152871372953185612242906858996130404410,0.7903225806451613,0.18548387096774194
31,8,225147347048048691464553240886123694323,0.6854838709677419,0.20967741935483872
31,9,156379367085398069219081219276753466696,0.6451612903225806,0.23387096774193547
32,0,206525916023308734119694251719732086761,0.16926503340757237,0.09910913140311804
32,1,145541204650993527433562658813626199646,0.16369710467706014,0.09910913140311804
32,2,96967443488026891390321684389574296369,0.16703786191536749,0.09910913140311804
32,3,223451468974098588070000935215605841736,0.14810690423162584,0.09910913140311804
32,4,245238327889368162933415534424574139936,0.15478841870824053,0.09910913140311804
32,5,205210126519407859467045256855223006363,0.16369710467706014,0.09910913140311804
32,6,139788649915942896234357786456215818860,0.16146993318485522,0.09910913140311804
32,7,199440147629117911128505493362818858072,0.1603563474387528,0.09910913140311804
32,8,285438749470155582749753300112747114689,0.15478841870824053,0.09910913140311804
32,9,302368423637982948699370026360975494645,0.16592427616926503,0.09910913140311804
33,0,150116129108440769907571233737391218162,0.7895322939866369,0.2806236080178174
33,1,18610072153731818743560239808807272948,0.8095768374164811,0.3040089086859688
33,2,38110056704336658943646576445104638822,0.8485523385300668,0.3028953229398664
33,3,165066413825045286231342684634583562233,0.8340757238307349,0.2717149220489978
33,4,268293967978448603934037170831863586588,0.7917594654788419,0.2884187082405345
33,5,60607213456575804958199953472971164243,0.8853006681514477,0.26948775055679286
33,6,185164110932493035198560243116784816718,0.7483296213808464,0.2639198218262806
33,7,73539800780303228834283892594153411932,0.8351893095768375,0.30734966592427615
33,8,13826838632800657379556977523801139909,0.8195991091314031,0.24944320712694878
33,9,98890941729915678335845050515417889871,0.8040089086859689,0.267260579064588
34,0,273952375903357086521344642784618749804,0.7193763919821826,0.21269487750556793
34,1,165900798119679162302195172583418462113,0.7238307349665924,0.21158129175946547
34,2,277679584736567617049233962761375896342,0.7505567928730512,0.21158129175946547
34,3,332809622461575745743933023413533007417,0.6937639198218263,0.18596881959910913
34,4,206547103922540774348967071688212361164,0.7828507795100222,0.21603563474387527
34,5,263354099160428010876517098329133693600,0.7160356347438753,0.1915367483296214
34,6,209501347266744032361689662886557994880,0.700445434298441,0.21158129175946547
34,7,264045362983234191855304941144333071565,0.7706013363028953,0.21714922048997773
34,8,298345952791303621124202367323903562332,0.6291759465478842,0.20378619153674832
34,9,177432349904637053279605569572206822880,0.732739420935412,0.21492204899777284
35,0,128711632293912380570892368973151641900,0.1935483870967742,0.11290322580645161
35,1,314996581551832541413137745645600567196,0.16129032258064516,0.0967741935483871
35,2,10108338003385540473072154817889243602,0.14516129032258066,0.0967741935483871
35,3,18205380029179330896863270059769174663,0.20161290322580644,0.10483870967741936
35,4,264611459950836719992345363876633394425,0.20161290322580644,0.0967741935483871
35,5,121728796528744642972965368494117356830,0.1774193548387097,0.10483870967741936
35,6,17207937221812539140446431543268703284,0.21774193548387097,0.11290322580645161
35,7,256644598018330590185887481720356944486,0.16129032258064516,0.0967741935483871
35,8,180175282214816167053636343351103539412,0.21774193548387097,0.0967741935483871
35,9,280456840516969885698853940865317388883,0.1935483870967742,0.11290322580645161
36,0,276931833905186975088936095056570388746,0.3952451708766716,0.12481426448736999
36,1,254115692434087908479546920628996842012,0.2867756315007429,0.10401188707280833
36,2,314285356064856541074287318099151039430,0.36701337295690933,0.11589895988112928
36,3,862493093165291025579006907574140383,0.45319465081723626,0.12481426448736999
36,4,250433518577096142286823972776124526620,0.3789004457652303,0.11144130757800892
36,5,201915974856941458741075547978267714485,0.4115898959881129,0.13818722139673106
36,6,100385365798536838306408607349187104195,0.40416047548291234,0.12332838038632987
36,7,252010808110181626258536133307858540072,0.35066864784546803,0.12184249628528974
36,8,284344741945754830622878151657628569784,0.413075780089153,0.12481426448736999
36,9,310459997389219707480431687994580471549,0.4175334323922734,0.12035661218424963
37,0,144238897822944175051794912307766896465,0.3638968481375358,0.09742120343839542
37,1,182225229693754271625655508121988536969,0.44412607449856734,0.10888252148997135
37,2,320340583162273224731822387323048790465,0.332378223495702,0.12320916905444126
37,3,304188604007044253036847264558069315183,0.498567335243553,0.1346704871060172
37,4,153464702964405371257380306594256756384,0.3209169054441261,0.10601719197707736
37,5,36825178922930583615139229846556666859,0.3467048710601719,0.10888252148997135
37,6,237751652071851944240032424110931329614,0.3151862464183381,0.12320916905444126
37,7,111963660451760067962630447373889285024,0.38968481375358166,0.10888252148997135
37,8,29461963854122775584824618141633231035,0.42120343839541546,0.14613180515759314
37,9,287779233462918506348184899792837465304,0.3553008595988539,0.10888252148997135
38,0,48953012354070426451005084785736980847,0.237741456166419,0.09955423476968796
38,1,241765165963724375326258429518877625935,0.24814264487369986,0.09955423476968796
38,2,241105037577222759704202152391794439564,0.30460624071322434,0.09955423476968796
38,3,104159238622064875455686903352083676458,0.29569093610698366,0.1099554234769688
38,4,76296061213911459814041321072213621497,0.2540861812778603,0.09955423476968796
38,5,56347837605161262949926344587434496100,0.300148588410104,0.10846953937592868
38,6,41699154789383620645042758850249032927,0.23328380386329867,0.09955423476968796
38,7,155698743715345872097398101867886524398,0.212481426448737,0.09955423476968796
38,8,148153542442103086565219475214393419347,0.23922734026745915,0.09955423476968796
38,9,330824619690577963354516499781371143665,0.2139673105497771,0.09955423476968796
